jabatan,instansi,unit_kerja,formasi,khusus_atau_disabilitas,penghasilan_min,penghasilan_max,kebutuhan,verifikasi
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Takalar,PEMERINTAH KABUPATEN TAKALAR | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BAGIAN UMUM,CPNS Umum,Ya,2.28,5,1,73
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Tana Tidung,PEMERINTAH KABUPATEN TANA TIDUNG | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGEMBANGAN KOMPETENSI SDM APARATUR,CPNS Umum,Tidak,2,8,1,35
MANGGALA INFORMATIKA AHLI PERTAMA,Pemerintah Kab. Tana Tidung,PEMERINTAH KABUPATEN TANA TIDUNG | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG TEKNOLOGI INFORMATIKA,CPNS Umum,Tidak,2,8,1,18
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Tana Tidung,PEMERINTAH KABUPATEN TANA TIDUNG | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG STATISTIK DAN PERSANDIAN | SEKSI PERSANDIAN,CPNS Umum,Tidak,2,8,1,9
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Tanah Bumbu,"PEMERINTAH KAB. TANAH BUMBU | DINAS KOMUNIKASI, INFORMATIKA, STATISTIK DAN PERSANDIAN | BIDANG STATISTIK DAN PERSANDIAN",CPNS Umum,Tidak,2.9,4.8,1,13
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Tapanuli Selatan,Pemerintah Kabupaten Tapanuli Selatan | BADAN KEPEGAWAIAN DAERAH | BIDANG PENILAIAN KINERJA APARATUR DAN PENGHARGAAN,CPNS Umum,Ya,2.79,5.18,1,5
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Tapanuli Selatan,Pemerintah Kabupaten Tapanuli Selatan | BADAN KEPEGAWAIAN DAERAH | BIDANG PENGADAAN DAN PENGEMBANGAN INFORMASI PEGAWAI,CPNS Umum,Ya,2.79,5.18,1,5
PERENCANA AHLI PERTAMA,Pemerintah Kab. Tapanuli Selatan,Pemerintah Kabupaten Tapanuli Selatan | BADAN KEPEGAWAIAN DAERAH | SEKRETARIAT | SUB BAGIAN PERENCANAAN DAN KEUANGAN,CPNS Umum,Ya,2.79,5.18,1,45
PERENCANA AHLI PERTAMA,Pemerintah Kab. Tapanuli Selatan,Pemerintah Kabupaten Tapanuli Selatan | BADAN PERENCANAAN PEMBANGUNAN DAERAH | SEKRETARIAT,CPNS Umum,Ya,2.79,5.26,1,45
PERENCANA AHLI PERTAMA,Pemerintah Kab. Tapanuli Selatan,Pemerintah Kabupaten Tapanuli Selatan | BADAN PERENCANAAN PEMBANGUNAN DAERAH | BIDANG PENELITIAN DAN PENGEMBANGAN,CPNS Umum,Ya,2.79,5.18,2,112
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Tebo,Pemerintah Kabupaten Tebo | Dinas Pemadam Kebakaran dan Penyelamatan | Sekretariat Dinas Pemadam Kebakaran dan Penyelamatan,CPNS Umum,Ya,2.79,3.47,2,36
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Tebo,"Pemerintah Kabupaten Tebo | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia | Bidang Pengadaan, Pembinaan dan Penilaian Kinerja Aparatur",CPNS Umum,Ya,2.79,3.5,1,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Tebo,Pemerintah Kabupaten Tebo | Dinas Kesehatan | Bidang Sumber Daya Kesehatan,CPNS Umum,Ya,2.79,3.47,1,5
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Tebo,Pemerintah Kabupaten Tebo | Dinas Komunikasi dan Informatika | Bidang Persandian dan Statistik,CPNS Umum,Ya,2.79,3.47,2,11
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Temanggung,Pemerintah Kabupaten Temanggung | Pemerintah Kabupaten Temanggung | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia | Bidang Diklat dan Pembinaan Pegawai,CPNS Umum,Tidak,2,3,1,14
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Temanggung,Pemerintah Kabupaten Temanggung | Pemerintah Kabupaten Temanggung | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia | Bidang Formasi dan Kepangkatan,CPNS Umum,Tidak,2,3,2,50
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Timor Tengah Selatan,"PEMERINTAH KABUPATEN TIMOR TENGAH SELATAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA DAERAH | Bidang Penilaian Kinerja, Disiplin Dan Penghargaan",CPNS Umum,Ya,2.7,3.2,1,4
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Timor Tengah Selatan,PEMERINTAH KABUPATEN TIMOR TENGAH SELATAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA DAERAH | Bidang Pengembangan Aparatur Dan Fasilitasi Kelembagaan Profesi ASN,CPNS Umum,Ya,2.7,3.2,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Timor Tengah Selatan,PEMERINTAH KABUPATEN TIMOR TENGAH SELATAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA DAERAH | Bidang Mutasi Dan Promosi,CPNS Umum,Ya,2.7,3.2,1,7
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Timor Tengah Selatan,PEMERINTAH KABUPATEN TIMOR TENGAH SELATAN | DINAS KOMUNIKASI DAN INFORMATIKA,CPNS Umum,Ya,2.7,3.2,1,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Timor Tengah Utara,PEMERINTAH KABUPATEN TIMOR TENGAH UTARA | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BAGIAN ORGANISASI,CPNS Umum,Tidak,2.79,5,1,11
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Tuban,"PEMERINTAH KABUPATEN TUBAN | DINAS KOMUNIKASI DAN INFORMATIKA, STATISTIK & PERSANDIAN | BIDANG STATISTIK DAN PERSANDIAN",CPNS Umum,Ya,2.79,4.58,1,64
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Tulang Bawang,"PEMERINTAH KABUPATEN TULANG BAWANG | BADAN KEPEGAWAIAN, PENDIDIKAN DAN PELATIHAN | Bidang Pengadaan, Kepangkatan Dan Informasi Pegawai",CPNS Umum,Ya,2.79,4.58,3,81
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Tulang Bawang,PEMERINTAH KABUPATEN TULANG BAWANG | SEKRETARIAT DAERAH KABUPATEN TULANG BAWANG | ASISTEN BIDANG ADMINISTRASI UMUM SETDAKAB TULANG BAWANG | BAGIAN ORGANISASI SETDAKAB TULANG BAWANG,CPNS Umum,Ya,2.79,4.58,1,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Tulang Bawang,"PEMERINTAH KABUPATEN TULANG BAWANG | DINAS KESEHATAN | SEKRETARIAT DINAS KESEHATAN | Sub Bagian Umum, Kepegawaian Dan Hukum Kesehatan",CPNS Umum,Ya,3.2,5.26,1,24
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Wakatobi,PEMERINTAH KABUPATEN WAKATOBI | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA,CPNS Penyandang Disabilitas,Ya,2.79,4.58,1,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Wakatobi,PEMERINTAH KABUPATEN WAKATOBI | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA,CPNS Umum,Ya,2.79,4.58,4,94
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Wakatobi,PEMERINTAH KABUPATEN WAKATOBI | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BAGIAN ORGANISASI,CPNS Umum,Ya,2.79,4.58,1,3
PERENCANA AHLI PERTAMA,Pemerintah Kab. Wakatobi,PEMERINTAH KABUPATEN WAKATOBI | BADAN KEUANGAN DAN ASET DAERAH,CPNS Umum,Ya,2.79,4.58,1,13
PERENCANA AHLI PERTAMA,Pemerintah Kab. Wakatobi,PEMERINTAH KABUPATEN WAKATOBI | DINAS PENDIDIKAN DAN KEBUDAYAAN | SEKRETARIS DINAS PENDIDIKAN DAN KEBUDAYAAN,CPNS Umum,Ya,2.79,4.58,1,98
PERENCANA AHLI PERTAMA,Pemerintah Kab. Wakatobi,PEMERINTAH KABUPATEN WAKATOBI | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA,CPNS Umum,Ya,2.79,4.58,1,8
PERENCANA AHLI PERTAMA,Pemerintah Kab. Wakatobi,PEMERINTAH KABUPATEN WAKATOBI | DINAS KETAHANAN PANGAN | SEKRETARIS DINAS KETAHANAN PANGAN,CPNS Umum,Ya,2.79,4.58,1,9
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Wakatobi,"PEMERINTAH KABUPATEN WAKATOBI | DINAS KOMUNIKASI, INFORMATIKA, STATISTIK DAN PERSANDIAN | BIDANG PERSANDIAN",CPNS Umum,Ya,2.79,4.58,1,10
SANDIMAN AHLI PERTAMA,Pemerintah Kab. Way Kanan,"KABUPATEN WAY KANAN | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG STATISTIK, DAN PERSANDIAN DINAS KOMUNIKASI DAN INFORMATIKA",CPNS Umum,Ya,3.1,4,1,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kab. Wonosobo,"PEMERINTAH KABUPATEN WONOSOBO | Dinas Pendidikan, Pemuda Dan Olahraga | Bidang Pendidik dan Tenaga Kependidikan",CPNS Umum,Tidak,2.23,2.97,1,110
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Ambon,PEMERINTAH KOTA AMBON | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG MUTASI DAN KESEJAHTERAAN PEGAWAI,CPNS Umum,Ya,2.79,4.58,3,37
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Ambon,"PEMERINTAH KOTA AMBON | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG INFORMASI, PENGADAAN DAN PEMBERHENTIAN",CPNS Umum,Ya,2.79,4.58,3,11
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Ambon,PEMERINTAH KOTA AMBON | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGEMBANGAN SUMBER DAYA MANUSIA DAN PEMBINAAN DISIPLIN PEGAWAI,CPNS Umum,Ya,2.79,4.58,3,17
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Bandar Lampung,PEMERINTAH KOTA BANDAR LAMPUNG | Badan Kepegawaian dan Pengembangan Sumberdaya Manusia Kota Bandar Lampung,CPNS Umum,Ya,2.79,4.58,2,85
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Bontang,PEMERINTAH KOTA BONTANG | DINAS PENDIDIKAN DAN KEBUDAYAAN | Bidang Pembinaan Ketenagaan dan Kebudayaan | Seksi Pendidik dan Tenaga Kependidikan Pendidikan Dasar,CPNS Umum,Ya,7.69,11.72,1,75
MANGGALA INFORMATIKA AHLI PERTAMA,Pemerintah Kota Bontang,PEMERINTAH KOTA BONTANG | DINAS KOMUNIKASI DAN INFORMATIKA | Bidang Statistik dan Persandian | Seksi Tata Kelola Keamanan dan Persandian,CPNS Umum,Ya,7.69,11.72,1,28
PERENCANA AHLI PERTAMA,Pemerintah Kota Cirebon,PEMERINTAH DAERAH KOTA CIREBON | DINAS SOSIAL | SEKRETARIAT,CPNS Umum,Tidak,2.7,3.1,1,24
SANDIMAN AHLI PERTAMA,Pemerintah Kota Cirebon,"PEMERINTAH DAERAH KOTA CIREBON | DINAS KOMUNIKASI, INFORMATIKA DAN STATISTIK | BIDANG PERSANDIAN DAN KEAMANAN INFORMASI",CPNS Umum,Tidak,2.7,3.1,1,16
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Dumai,Pemerintah Kota Dumai | Dinas Perikanan | Sekretariat Dinas Perikanan | Subbagian Tata Usaha Dinas Perikanan,CPNS Umum,Ya,3.5,3.5,1,19
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Dumai,Pemerintah Kota Dumai | Badan Perencanaan Pembangunan Daerah | Sekretariat Badan Perencanaan Pembangunan Daerah | Subbagian Umum dan Kepegawaian Badan Perencanaan Pembangunan Daerah,CPNS Umum,Ya,3.5,3.5,1,13
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Dumai,Pemerintah Kota Dumai | Rumah Sakit Umum Daerah | WAKIL DIREKTUR UMUM DAN KEUANGAN | BAGIAN UMUM DAN KEPEGAWAIAN,CPNS Umum,Ya,3.5,3.5,1,14
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Dumai,"Pemerintah Kota Dumai | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia | Bidang Pengadaan, Pemberhentian dan Informasi Badan Kepegawaian dan Pengembangan Sumber Daya Manusia",CPNS Umum,Ya,3.5,3.5,1,11
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Dumai,Pemerintah Kota Dumai | Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu | Sekretariat Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu | Subbagian Tata Usaha Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,CPNS Umum,Ya,3.5,3.5,1,9
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Dumai,Pemerintah Kota Dumai | Dinas Perdagangan | Sekretariat Dinas Perdagangan | Subbagian Tata Usaha Dinas Perdagangan,CPNS Umum,Ya,3.5,3.5,1,17
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Dumai,Pemerintah Kota Dumai | Dinas Pekerjaan Umum | Sekretariat Dinas Pekerjaan Umum | Subbagian Tata Usaha Dinas Pekerjaan Umum,CPNS Umum,Ya,3.5,3.5,1,16
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Dumai,"Pemerintah Kota Dumai | Dinas Kepemudaan, Olahraga dan Pariwisata | Sekretariat Dinas Kepemudaan, Olahraga dan Pariwisata | Subbagian Tata Usaha Dinas Kepemudaan, Olahraga dan Pariwisata",CPNS Umum,Ya,3.5,3.5,1,17
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Dumai,Pemerintah Kota Dumai | Dinas Perpustakaan dan Kearsipan | Sekretariat Dinas Perpustakaan dan Kearsipan | Subbagian Tata Usaha Dinas Perpustakaan dan Kearsipan,CPNS Penyandang Disabilitas,Ya,3.5,3.5,1,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Dumai,"Pemerintah Kota Dumai | Dinas Koperasi, Usaha Kecil Menengah dan Perindustrian | Sekretariat Dinas Koperasi, Usaha Kecil Menengah dan Perindustrian | Subbagian Tata Usaha Dinas Koperasi, Usaha Kecil Menengah dan Perindustrian",CPNS Penyandang Disabilitas,Ya,3.5,3.5,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Dumai,"Pemerintah Kota Dumai | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia | Bidang Pengembangan, Penilaian Kinerja dan Penghargaan Badan Kepegawaian dan Pengembangan Sumber Daya Manusia",CPNS Umum,Ya,3.5,3.5,1,13
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Dumai,Pemerintah Kota Dumai | Badan Pengelolaan Keuangan dan Aset Daerah | Sekretariat Badan Pengelolaan Keuangan dan Aset Daerah | Subbagian Tata Usaha Badan Pengelolaan Keuangan dan Aset Daerah,CPNS Umum,Ya,3.5,3.5,1,13
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Dumai,Pemerintah Kota Dumai | Badan Kesatuan Bangsa dan Politik | Sekretariat Badan Kesatuan Bangsa dan Politik | Subbagian Umum dan Kepegawaian Badan Kesatuan Bangsa dan Politik,CPNS Penyandang Disabilitas,Ya,3.5,3.5,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Dumai,Pemerintah Kota Dumai | Badan Penanggulangan Bencana Daerah | Sekretariat Badan Penanggulangan Bencana Daerah | Subbagian Umum dan Kepegawaian Badan Penanggulangan Bencana Daerah,CPNS Umum,Ya,3.5,3.5,1,14
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Kupang,PEMERINTAH KOTA KUPANG | DINAS PERTANIAN KOTA KUPANG | Sekretariat Dinas Pertanian Kota Kupang,CPNS Umum,Ya,2.5,4,1,5
SANDIMAN AHLI PERTAMA,Pemerintah Kota Kupang,PEMERINTAH KOTA KUPANG | DINAS KOMUNIKASI DAN INFORMATIKA KOTA KUPANG | Bidang Teknologi Informasi dan Komunikasi,CPNS Umum,Ya,2.5,4.5,2,10
PERENCANA AHLI PERTAMA,Pemerintah Kota Semarang,Pemerintah Kota Semarang | Dinas Perumahan dan Kawasan Permukiman | Sekretariat Dinas Perumahan dan Kawasan Permukiman,CPNS Umum,Ya,4.2,8.7,2,484
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | DINAS LINGKUNGAN HIDUP | SEKRETARIAT DINAS LINGKUNGAN HIDUP,CPNS Umum,Ya,2.49,3.09,1,16
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | DINAS PERHUBUNGAN | SEKRETARIAT DINAS PERHUBUNGAN,CPNS Umum,Ya,2.49,3.09,1,7
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | DINAS SOSIAL | SEKRETARIAT DINAS SOSIAL,CPNS Umum,Ya,2.49,3.09,1,19
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | DINAS KOMUNIKASI DAN INFORMATIKA | SEKRETARIAT DINAS KOMUNIKASI DAN INFORMATIKA,CPNS Umum,Ya,2.49,3.09,1,11
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU | SEKRETARIAT DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,CPNS Umum,Ya,2.49,3.09,1,9
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,"Pemerintah Kota Serang | DINAS KOPERASI, USAHA KECIL DAN MENENGAH, PERINDUSTRIAN DAN PERDAGANGAN | SEKRETARIAT DINAS KOPERASI, USAHA KECIL DAN MENENGAH, PERINDUSTRIAN DAN PERDAGANGAN",CPNS Umum,Ya,2.49,3.09,1,8
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | BADAN PERENCANAAN PEMBANGUNAN DAERAH | SEKRETARIAT BADAN PERENCANAAN PEMBANGUNAN DAERAH,CPNS Umum,Ya,2.49,3.09,1,9
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH | SEKRETARIAT BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH,CPNS Umum,Ya,2.49,3.09,1,10
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,"Pemerintah Kota Serang | DINAS PARIWISATA, KEPEMUDAAN DAN OLAHRAGA | SEKRETARIAT DINAS PARIIWISATA KEPEMUDAAN DAN OLAHRAGA",CPNS Umum,Ya,2.49,3.09,1,22
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | SEKRETARIAT DAERAH,CPNS Umum,Ya,2.49,3.09,1,11
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | BADAN PENDAPATAN DAERAH | SEKRETARIAT BADAN PENDAPATAN DAERAH,CPNS Umum,Ya,2.49,3.09,1,21
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN | SEKRETARIAT DINAS PERUMAHAN DAN KAWASAN PERMUKIMAM,CPNS Umum,Ya,2.49,3.09,1,11
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,"Pemerintah Kota Serang | DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN | SEKRETARIAT DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN",CPNS Umum,Ya,2.49,3.09,1,10
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | BADAN KESATUAN BANGSA DAN POLITIK | SEKRETARIAT BADAN KESATUAN BANGSA DAN POLITIK,CPNS Umum,Ya,2.49,3.09,1,6
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | BADAN PENANGGULANGAN BENCANA DAERAH | SEKRETARIAT BADAN PENANGGULANGAN BENCANA DAERAH,CPNS Umum,Ya,2.49,3.09,1,12
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | DINAS PENDIDIKAN DAN KEBUDAYAAN | SEKRETARIAT DINAS PENDIDIKAN DAN KEBUDAYAAN,CPNS Umum,Ya,2.49,3.09,1,7
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | DINAS PERPUSTAKAAN DAN KEARSIPAN | SEKRETARIAT DINAS PERPUSTAKAAN DAN KEARSIPAN,CPNS Umum,Ya,2.49,3.09,1,39
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | SEKRETARIAT DPRD,CPNS Umum,Ya,2.49,3.09,1,14
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL | SEKRETARIAT DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL,CPNS Umum,Ya,2.49,3.09,1,20
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | DINAS KESEHATAN | UPTD RUMAH SAKIT UMUM DAERAH | BAGIAN ADMINISTRASI UMUM DAN KEUANGAN,CPNS Umum,Ya,2.49,3.09,1,19
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | SATUAN POLISI PAMONG PRAJA | SEKRETARIAT SATUAN POLISI PAMONG PRAJA,CPNS Umum,Ya,2.49,3.09,1,2
MANGGALA INFORMATIKA AHLI PERTAMA,Pemerintah Kota Serang,Pemerintah Kota Serang | DINAS KOMUNIKASI DAN INFORMATIKA,CPNS Umum,Ya,2.49,3.09,2,17
PERENCANA AHLI PERTAMA,Pemerintah Kota Serang,"Pemerintah Kota Serang | DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK DAN KELUARGA BERENCANA | SEKRETARIAT DINAS PEMBERDAYAAN PEREMPUAN PERLINDUNGAN ANAK DAN KB",CPNS Umum,Ya,2.49,3.09,1,18
SANDIMAN AHLI PERTAMA,Pemerintah Kota Sibolga,Walikota Sibolga | Dinas Komunikasi Dan Informatika,CPNS Umum,Tidak,2.8,4.6,1,20
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Singkawang,PEMERINTAH KOTA SINGKAWANG | DINAS KESEHATAN DAN KELUARGA BERENCANA | SEKRETARIAT DINAS KESEHATAN DAN KELUARGA BERENCANA | SUB BAGIAN UMUM DAN KEPEGAWAIAN,CPNS Umum,Ya,3.2,5.26,1,68
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Surakarta,Pemerintah Kota Surakarta | Dinas Pendidikan | Bidang Pengembangan Pendidikan,CPNS Umum,Ya,2.79,3.57,1,119
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Tasikmalaya,"KOTA TASIKMALAYA | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGADAAN, PEMBERHENTIAN, PEMBINAAN DAN DATA",CPNS Umum,Ya,3.33,10,1,149
SANDIMAN AHLI PERTAMA,Pemerintah Kota Tegal,Pemerintah Kota Tegal | Dinas Komunikasi dan Informatika | Bidang Infrastruktur Informatika dan Persandian Diskominfo | Seksi Persandian Diskominfo,CPNS Umum,Tidak,2.86,5.52,2,4
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kota Tual,WALIKOTA TUAL | SEKRETARIAT DAERAH KOTA TUAL | DINAS KESEHATAN | RSUD MAREN Hi. NOHO RENUAT | SUB BAGIAN TATA USAHA,CPNS Umum,Tidak,2,5,2,8
PERENCANA AHLI PERTAMA,Pemerintah Kota Tual,WALIKOTA TUAL | SEKRETARIAT DAERAH KOTA TUAL | BADAN PERENCANAAN PEMBANGUNAN DAERAH | BIDANG PERENCANAAN SOSIAL BUDAYA DAN PEMERINTAHAN,CPNS Umum,Ya,2,5,1,10
SANDIMAN AHLI PERTAMA,Pemerintah Provinsi Bali,"Pemerintah Provinsi Bali | DINAS KOMUNIKASI, INFORMATIKA DAN STATISTIK",CPNS Umum,Tidak,3.2,9.4,1,129
